# 气象站 西安, 中国, WMO_ID=57131，选择从 05.10.2017 至 05.10.2018, 所有日期
# 编码: UTF-8
# 数据由web站点“Reliable Prognosis”提供，rp5.ru 
# 使用数据时，请自觉指出网站名称
# 气象参数代码见地址 http://rp5.ru/archive.php?wmo_id=57131&lang=cn
#
"当地时间 西安";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"01.12.2017 23:00";"2.4";"734.0";"772.8";"0.2";"59";"从西南偏南方向吹来的风";"2";"";"";"由于雾和/或其他气象现象，天空不可见。";" ";"";"";"";"";"";"";"";"";"";"8.0";"-5.0";"";"";"";"";"";"";
"01.12.2017 20:00";"2.8";"733.8";"772.5";"0.1";"54";"从西南偏西方向吹来的风";"2";"";"";"90  或者更多，但不为100%";"霾 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"";"";"";"90  或者更多，但不为100%";"2500或更高，或无云。";"";"";"7.0";"-5.6";"";"";"";"";"";"";
"01.12.2017 17:00";"4.4";"733.7";"772.2";"-0.4";"48";"从东南偏南方向吹来的风";"1";"";"";"100%.";" ";"";"";"";"";"";"100%.";"2500或更高，或无云。";"";"";"12.0";"-5.9";"";"";"";"";"";"";
"01.12.2017 14:00";"3.8";"734.1";"772.7";"-2.1";"39";"从南方吹来的风";"1";"";"";"100%.";" ";"";"";"-1.2";"";"";"100%.";"2500或更高，或无云。";"";"";"20.0";"-8.9";"";"";"";"";"";"";
"01.12.2017 11:00";"2.8";"736.2";"775.0";"0.5";"38";"从东北偏东方向吹来的风";"5";"";"";"90  或者更多，但不为100%";" ";"";"";"";"";"";"90  或者更多，但不为100%";"2500或更高，或无云。";"";"";"22.0";"-10.4";"";"";"";"";"";"";
"01.12.2017 08:00";"-0.1";"735.7";"774.9";"0.6";"47";"从东北偏北方向吹来的风";"3";"";"";"90  或者更多，但不为100%";" ";"";"";"";"";"";"90  或者更多，但不为100%";"2500或更高，或无云。";"";"";"19.0";"-10.1";"";"";"地表潮湿";"";"";"";
"01.12.2017 05:00";"-0.7";"735.1";"774.4";"-0.1";"61";"从西北偏北方向吹来的风";"1";"";"";"由于雾和/或其他气象现象，天空不可见。";" ";"";"";"";"";"";"";"";"";"";"12.0";"-7.3";"";"";"";"";"";"";
"01.12.2017 02:00";"0.4";"735.2";"774.3";"-0.9";"60";"从北方吹来的风";"1";"";"";"由于雾和/或其他气象现象，天空不可见。";" ";"";"";"";"9.0";"";"";"";"";"";"10.0";"-6.5";"";"";"";"";"";"";
"30.11.2017 23:00";"1.8";"736.1";"775.0";"-0.1";"63";"从东北偏北方向吹来的风";"1";"";"";"由于雾和/或其他气象现象，天空不可见。";"霾 ";"";"";"";"";"";"";"";"";"";"6.0";"-4.5";"";"";"";"";"";"";
"30.11.2017 20:00";"5.3";"736.2";"774.5";"1.4";"50";"从东北偏北方向吹来的风";"2";"";"";"90  或者更多，但不为100%";" ";"";"";"";"";"";"90  或者更多，但不为100%";"2500或更高，或无云。";"";"";"9.0";"-4.3";"";"";"";"";"";"";
"30.11.2017 17:00";"7.6";"734.8";"772.9";"-1.2";"47";"从东北方吹来的风";"3";"";"";"90  或者更多，但不为100%";" ";"";"";"";"";"";"90  或者更多，但不为100%";"2500或更高，或无云。";"";"";"9.0";"-3.0";"";"";"";"";"";"";
"30.11.2017 14:00";"8.5";"736.0";"773.8";"-2.1";"39";"从东北偏东方向吹来的风";"4";"";"";"20–30%.";" ";"";"";"0.2";"";"";"20–30%.";"2500或更高，或无云。";"";"";"12.0";"-4.7";"";"";"";"";"";"";
"30.11.2017 11:00";"6.0";"738.1";"776.5";"1.1";"67";"从东北方吹来的风";"2";"";"";"20–30%.";"霾 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"";"";"";"20–30%.";"2500或更高，或无云。";"";"";"1.7";"0.3";"";"";"";"";"";"";
"30.11.2017 08:00";"0.3";"737.0";"776.2";"0.5";"89";"从西南偏西方向吹来的风";"1";"";"";"100%.";"薄雾 ";"";"";"";"";"";"100%.";"2500或更高，或无云。";"";"";"3.2";"-1.3";"";"";"地表潮湿";"";"";"";
"30.11.2017 05:00";"2.7";"736.5";"775.3";"-1.0";"81";"从西南偏南方向吹来的风";"3";"";"";"由于雾和/或其他气象现象，天空不可见。";"薄雾 ";"";"";"";"";"";"";"";"";"";"3.6";"-0.2";"";"";"";"";"";"";
"30.11.2017 02:00";"3.3";"737.5";"775.6";"0.5";"79";"从西南方吹来的风";"3";"";"";"由于雾和/或其他气象现象，天空不可见。";"薄雾 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"";"8.0";"";"";"";"";"";"4.9";"0.0";"";"";"";"";"";"";
"29.11.2017 23:00";"3.9";"737.0";"775.7";"0.4";"77";"从西北偏西方向吹来的风";"1";"";"";"由于雾和/或其他气象现象，天空不可见。";"薄雾 ";"";"";"";"";"";"";"";"";"";"4.9";"0.1";"";"";"";"";"";"";
"29.11.2017 20:00";"5.2";"736.6";"774.5";"1.9";"71";"从西方吹来的风";"1";"";"";"100%.";"薄雾 ";"雨";"在整个相应周期内云遮住了一半或以下的天空";"";"";"";"100%.";"2500或更高，或无云。";"";"";"6.0";"0.4";"";"";"";"";"";"";
"29.11.2017 17:00";"6.2";"734.7";"772.9";"1.1";"64";"从东北偏东方向吹来的风";"3";"";"";"100%.";"云量发展情况没有进行观测或无法观测。 ";"雨";"在整个相应周期内云遮住了一半或以下的天空";"";"";"";"100%.";"2500或更高，或无云。";"";"";"8.0";"-0.1";"";"";"";"";"";"";
"29.11.2017 14:00";"6.5";"733.6";"771.7";"-0.5";"63";"从东北偏东方向吹来的风";"5";"";"";"100%.";"云量发展情况没有进行观测或无法观测。 ";"雨";"在整个相应周期内云遮住了一半或以下的天空";"6.2";"";"";"100%.";"2500或更高，或无云。";"";"";"8.0";"-0.2";"降水迹象";"6";"";"";"";"";
"29.11.2017 11:00";"6.8";"734.1";"772.2";"0.8";"57";"从东北方吹来的风";"4";"";"";"100%.";" ";"";"";"";"";"";"100%.";"2500或更高，或无云。";"";"";"11.0";"-1.1";"";"";"";"";"";"";
"29.11.2017 08:00";"6.4";"733.3";"771.4";"0.9";"38";"从东北偏北方向吹来的风";"4";"";"";"100%.";" ";"";"";"";"";"";"100%.";"2500或更高，或无云。";"";"";"17.0";"-6.9";"";"";"干燥（无裂纹、可见灰尘或散沙）";"";"";"";
"29.11.2017 05:00";"6.7";"732.4";"770.5";"-0.2";"41";"从东方吹来的风";"2";"";"";"由于雾和/或其他气象现象，天空不可见。";" ";"";"";"";"";"";"";"";"";"";"16.0";"-5.9";"";"";"";"";"";"";
"29.11.2017 02:00";"8.0";"732.6";"770.5";"-0.6";"32";"从东北方吹来的风";"2";"";"";"由于雾和/或其他气象现象，天空不可见。";" ";"";"";"";"14.5";"";"";"";"";"";"18.0";"-7.7";"";"";"";"";"";"";
"28.11.2017 23:00";"8.3";"733.2";"771.1";"-0.1";"37";"从东北偏北方向吹来的风";"2";"";"";"由于雾和/或其他气象现象，天空不可见。";" ";"";"";"";"";"";"";"";"";"";"10.0";"-5.5";"";"";"";"";"";"";
"28.11.2017 20:00";"9.3";"733.3";"770.9";"1.2";"32";"从东北偏北方向吹来的风";"2";"";"";"70 – 80%.";" ";"";"";"";"";"";"70 – 80%.";"2500或更高，或无云。";"";"";"12.0";"-6.5";"";"";"";"";"";"";
"28.11.2017 17:00";"12.5";"732.1";"769.3";"-0.4";"22";"从东北偏东方向吹来的风";"3";"";"";"20–30%.";" ";"";"";"";"";"";"20–30%.";"2500或更高，或无云。";"";"";"21.0";"-8.6";"";"";"";"";"";"";
"28.11.2017 14:00";"13.6";"732.5";"769.6";"-1.7";"21";"从东北方吹来的风";"2";"";"";"90  或者更多，但不为100%";" ";"";"";"2.9";"";"";"90  或者更多，但不为100%";"2500或更高，或无云。";"";"";"19.0";"-8.3";"";"";"";"";"";"";
"28.11.2017 11:00";"8.8";"734.2";"772.1";"1.6";"49";"从西南方吹来的风";"2";"";"";"无云";" ";"";"";"";"";"";"";"";"";"";"9.0";"-1.3";"";"";"";"";"";"";
"28.11.2017 08:00";"3.4";"732.6";"771.1";"2.7";"71";"从西南偏南方向吹来的风";"3";"";"";"无云";"薄雾 ";"";"";"";"";"";"";"";"";"";"6.0";"-1.5";"";"";"地表潮湿";"";"";"";
"28.11.2017 05:00";"4.5";"729.9";"768.1";"0.8";"64";"从西南方吹来的风";"4";"";"";"由于雾和/或其他气象现象，天空不可见。";"霾 ";"";"";"";"";"";"";"";"";"";"";"-1.9";"";"";"";"";"";"";
"28.11.2017 02:00";"5.3";"729.1";"767.2";"0.7";"61";"从西南偏南方向吹来的风";"2";"";"";"由于雾和/或其他气象现象，天空不可见。";"霾 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"";"9.6";"";"";"";"";"";"6.0";"-1.8";"";"";"";"";"";"";
"27.11.2017 23:00";"6.4";"728.4";"766.3";"1.2";"53";"从西南方吹来的风";"2";"";"";"由于雾和/或其他气象现象，天空不可见。";" ";"";"";"";"";"";"";"";"";"";"8.0";"-2.5";"";"";"";"";"";"";
"27.11.2017 20:00";"6.3";"727.2";"765.0";"1.1";"57";"从西南偏南方向吹来的风";"3";"";"";"70 – 80%.";"霾 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"";"";"";"70 – 80%.";"2500或更高，或无云。";"";"";"6.0";"-1.8";"";"";"";"";"";"";
"27.11.2017 17:00";"8.4";"726.1";"763.6";"0.0";"46";"从南方吹来的风";"2";"";"";"20–30%.";" ";"";"";"";"";"";"20–30%.";"2500或更高，或无云。";"";"";"9.0";"-2.8";"";"";"";"";"";"";
"27.11.2017 14:00";"8.3";"726.1";"763.6";"-1.9";"44";"从西南偏南方向吹来的风";"1";"";"";"100%.";" ";"";"";"2.8";"";"";"100%.";"2500或更高，或无云。";"";"";"9.0";"-3.5";"";"";"";"";"";"";
"27.11.2017 11:00";"7.3";"728.0";"765.7";"0.8";"44";"从东北方吹来的风";"3";"";"";"90  或者更多，但不为100%";" ";"";"";"";"";"";"90  或者更多，但不为100%";"2500或更高，或无云。";"";"";"12.0";"-4.4";"";"";"";"";"";"";
"27.11.2017 08:00";"3.8";"727.2";"765.4";"0.4";"51";"从东北方吹来的风";"2";"";"";"70 – 80%.";" ";"";"";"";"";"";"70 – 80%.";"2500或更高，或无云。";"";"";"13.0";"-5.4";"";"";"地表潮湿";"";"";"";
"27.11.2017 05:00";"5.0";"726.8";"764.8";"-0.2";"44";"从东北偏东方向吹来的风";"3";"";"";"由于雾和/或其他气象现象，天空不可见。";" ";"";"";"";"";"";"";"";"";"";"17.0";"-6.5";"";"";"";"";"";"";
"27.11.2017 02:00";"6.0";"727.0";"764.9";"-1.0";"41";"从东北偏北方向吹来的风";"4";"";"";"由于雾和/或其他气象现象，天空不可见。";" ";"";"";"";"13.2";"";"";"";"";"";"17.0";"-6.3";"";"";"";"";"";"";
"26.11.2017 23:00";"7.5";"728.0";"765.7";"0.3";"36";"从东北方吹来的风";"4";"";"";"由于雾和/或其他气象现象，天空不可见。";" ";"";"";"";"";"";"";"";"";"";"15.0";"-6.6";"";"";"";"";"";"";
"26.11.2017 20:00";"10.1";"727.7";"765.1";"-0.5";"29";"从东北方吹来的风";"4";"";"";"无云";" ";"";"";"";"";"";"";"";"";"";"15.0";"-7.1";"";"";"";"";"";"";
"26.11.2017 17:00";"12.2";"728.2";"765.3";"-1.9";"27";"从东北偏东方向吹来的风";"3";"";"";"无云";" ";"";"";"";"";"";"";"";"";"";"17.0";"-6.2";"";"";"";"";"";"";
"26.11.2017 14:00";"12.3";"730.1";"767.3";"-3.3";"22";"从东北偏东方向吹来的风";"6";"";"";"无云";" ";"";"";"-0.3";"";"";"";"";"";"";"21.0";"-8.8";"";"";"";"";"";"";
"26.11.2017 11:00";"7.8";"733.4";"771.4";"0.4";"29";"从东北偏北方向吹来的风";"4";"";"";"无云";" ";"";"";"";"";"";"";"";"";"";"19.0";"-9.1";"";"";"";"";"";"";
"26.11.2017 08:00";"0.1";"733.0";"772.0";"1.5";"70";"从东北方吹来的风";"2";"";"";"无云";" ";"";"";"";"";"";"";"";"";"";"7.0";"-4.7";"";"";"地表潮湿";"";"";"";
"26.11.2017 05:00";"1.4";"731.5";"770.3";"-0.4";"65";"从西北偏西方向吹来的风";"1";"";"";"由于雾和/或其他气象现象，天空不可见。";" ";"";"";"";"";"";"";"";"";"";"8.0";"-4.5";"";"";"";"";"";"";
"26.11.2017 02:00";"6.6";"731.9";"769.9";"-0.5";"47";"从西南方吹来的风";"2";"";"";"由于雾和/或其他气象现象，天空不可见。";" ";"";"";"";"16.6";"";"";"";"";"";"9.0";"-3.9";"";"";"";"";"";"";
"25.11.2017 23:00";"8.0";"732.4";"770.3";"0.5";"39";"从西南方吹来的风";"2";"";"";"由于雾和/或其他气象现象，天空不可见。";" ";"";"";"";"";"";"";"";"";"";"17.0";"-5.4";"";"";"";"";"";"";
"25.11.2017 20:00";"8.8";"731.9";"769.6";"0.8";"35";"从西北偏西方向吹来的风";"1";"";"";"无云";" ";"";"";"";"";"";"";"";"";"";"16.0";"-5.8";"";"";"";"";"";"";
"25.11.2017 17:00";"15.0";"731.1";"768.0";"-0.7";"17";"从西南偏西方向吹来的风";"2";"";"";"无云";" ";"";"";"";"";"";"";"";"";"";"28.0";"-9.8";"";"";"";"";"";"";
"25.11.2017 14:00";"15.5";"731.8";"768.6";"-2.0";"19";"从西南方吹来的风";"3";"";"";"无云";" ";"";"";"1.7";"";"";"";"";"";"";"25.0";"-8.0";"";"";"";"";"";"";
"25.11.2017 11:00";"8.2";"733.8";"771.7";"1.1";"45";"从西南偏南方向吹来的风";"4";"";"";"无云";" ";"";"";"";"";"";"";"";"";"";"10.0";"-3.0";"";"";"";"";"";"";
"25.11.2017 08:00";"2.0";"732.7";"771.4";"1.2";"67";"从西南方吹来的风";"2";"";"";"无云";" ";"";"";"";"";"";"";"";"";"";"9.0";"-3.5";"";"";"地表潮湿";"";"";"";
"25.11.2017 05:00";"3.0";"731.5";"770.0";"0.0";"60";"从西南方吹来的风";"2";"";"";"由于雾和/或其他气象现象，天空不可见。";" ";"";"";"";"";"";"";"";"";"";"7.0";"-4.0";"";"";"";"";"";"";
"25.11.2017 02:00";"3.7";"731.5";"769.9";"-1.0";"55";"从西南偏南方向吹来的风";"3";"";"";"由于雾和/或其他气象现象，天空不可见。";" ";"";"";"";"10.4";"";"";"";"";"";"8.0";"-4.7";"";"";"";"";"";"";
"24.11.2017 23:00";"5.4";"732.5";"770.7";"0.3";"43";"从西南方吹来的风";"3";"";"";"由于雾和/或其他气象现象，天空不可见。";" ";"";"";"";"";"";"";"";"";"";"13.0";"-6.2";"";"";"";"";"";"";
"24.11.2017 20:00";"6.9";"732.2";"770.2";"1.3";"34";"从西方吹来的风";"2";"";"";"无云";" ";"";"";"";"";"";"";"";"";"";"20.0";"-7.9";"";"";"";"";"";"";
"24.11.2017 17:00";"9.4";"730.9";"768.5";"-0.5";"29";"从东南偏南方向吹来的风";"1";"";"";"无云";" ";"";"";"";"";"";"";"";"";"";"11.0";"-7.7";"";"";"";"";"";"";
"24.11.2017 14:00";"9.7";"731.4";"769.0";"-2.7";"23";"从东北方吹来的风";"3";"";"";"无云";" ";"";"";"-0.1";"";"";"";"";"";"";"27.0";"-10.4";"";"";"";"";"";"";
"24.11.2017 11:00";"6.1";"734.1";"772.3";"0.1";"26";"从东北偏东方向吹来的风";"6";"";"";"无云";" ";"";"";"";"";"";"";"";"";"";"30.0";"-12.0";"";"";"";"";"";"";
"24.11.2017 08:00";"1.3";"734.0";"772.9";"";"52";"从东北偏北方向吹来的风";"3";"";"";"无云";" ";"";"";"";"";"";"";"";"";"";"17.0";"-7.7";"";"";"地表潮湿";"";"";"";
"24.11.2017 05:00";"1.6";"733.3";"772.1";"-0.2";"62";"从东北偏北方向吹来的风";"3";"";"";"由于雾和/或其他气象现象，天空不可见。";" ";"";"";"";"";"";"";"";"";"";"14.0";"-4.9";"";"";"";"";"";"";
"24.11.2017 02:00";"2.5";"733.5";"772.2";"-0.4";"64";"从东北偏东方向吹来的风";"1";"";"";"由于雾和/或其他气象现象，天空不可见。";" ";"";"";"";"12.6";"";"";"";"";"";"9.0";"-3.6";"";"";"";"";"";"";
"23.11.2017 23:00";"5.0";"733.9";"772.3";"-0.1";"50";"无风";"0";"";"";"由于雾和/或其他气象现象，天空不可见。";" ";"";"";"";"";"";"";"";"";"";"11.0";"-4.6";"";"";"";"";"";"";
"23.11.2017 20:00";"7.3";"734.0";"771.9";"1.2";"35";"从西南方吹来的风";"2";"";"";"无云";" ";"";"";"";"";"";"";"";"";"";"22.0";"-7.1";"";"";"";"";"";"";
"23.11.2017 17:00";"11.3";"732.8";"770.2";"-0.8";"23";"从西南方吹来的风";"2";"";"";"20–30%.";" ";"";"";"";"";"";"20–30%.";"2500或更高，或无云。";"";"";"30.0";"-9.1";"";"";"";"";"";"";
"23.11.2017 14:00";"12.0";"733.6";"771.0";"-2.9";"19";"从西南偏南方向吹来的风";"4";"";"";"20–30%.";" ";"";"";"2.2";"";"";"20–30%.";"2500或更高，或无云。";"";"";"30.0";"-10.9";"";"";"";"";"";"";
"23.11.2017 11:00";"9.0";"736.5";"774.4";"-0.3";"37";"从西南偏南方向吹来的风";"1";"";"";"90  或者更多，但不为100%";" ";"";"";"";"";"";"90  或者更多，但不为100%";"2500或更高，或无云。";"";"";"15.0";"-4.9";"";"";"";"";"";"";
"23.11.2017 08:00";"2.9";"736.8";"774.7";"0.8";"59";"从东南偏南方向吹来的风";"1";"";"";"90  或者更多，但不为100%";" ";"";"";"";"";"";"90  或者更多，但不为100%";"2500或更高，或无云。";"";"";"13.0";"-4.5";"";"";"地表潮湿";"";"";"";
"23.11.2017 05:00";"3.1";"736.0";"774.8";"-1.5";"60";"从西南偏南方向吹来的风";"3";"";"";"由于雾和/或其他气象现象，天空不可见。";" ";"";"";"";"";"";"";"";"";"";"11.0";"-4.1";"";"";"";"";"";"";
"23.11.2017 02:00";"5.2";"737.5";"775.2";"1.5";"45";"从西南方吹来的风";"2";"";"";"由于雾和/或其他气象现象，天空不可见。";" ";"";"";"";"11.2";"";"";"";"";"";"12.0";"-5.8";"";"";"";"";"";"";
"22.11.2017 23:00";"6.6";"736.0";"774.3";"0.5";"33";"从西南偏南方向吹来的风";"2";"";"";"由于雾和/或其他气象现象，天空不可见。";" ";"";"";"";"";"";"";"";"";"";"18.0";"-8.5";"";"";"";"";"";"";
"22.11.2017 20:00";"8.0";"735.5";"773.5";"0.9";"29";"从西南方吹来的风";"2";"";"";"90  或者更多，但不为100%";" ";"";"";"";"";"";"90  或者更多，但不为100%";"2500或更高，或无云。";"";"";"30.0";"-8.9";"";"";"";"";"";"";
"22.11.2017 17:00";"10.4";"734.6";"772.3";"-0.6";"21";"从西南方吹来的风";"4";"";"";"90  或者更多，但不为100%";" ";"";"";"";"";"";"90  或者更多，但不为100%";"2500或更高，或无云。";"";"";"30.0";"-11.0";"";"";"";"";"";"";
"22.11.2017 14:00";"10.7";"735.2";"772.9";"-2.6";"21";"从西南方吹来的风";"3";"";"";"90  或者更多，但不为100%";" ";"";"";"3.6";"";"";"90  或者更多，但不为100%";"2500或更高，或无云。";"";"";"30.0";"-10.7";"";"";"";"";"";"";
"22.11.2017 11:00";"8.8";"737.8";"775.8";"0.8";"29";"从西北偏西方向吹来的风";"2";"";"";"90  或者更多，但不为100%";" ";"";"";"";"";"";"90  或者更多，但不为100%";"2500或更高，或无云。";"";"";"30.0";"-8.3";"";"";"";"";"";"";
"22.11.2017 08:00";"4.5";"737.0";"775.6";"1.1";"38";"从西南方吹来的风";"2";"";"";"90  或者更多，但不为100%";" ";"";"";"";"";"";"90  或者更多，但不为100%";"2500或更高，或无云。";"";"";"30.0";"-8.6";"";"";"地表潮湿";"";"";"";
"22.11.2017 05:00";"4.2";"735.9";"774.5";"0.3";"41";"从西南方吹来的风";"2";"";"";"由于雾和/或其他气象现象，天空不可见。";" ";"";"";"";"";"";"";"";"";"";"30.0";"-7.9";"";"";"";"";"";"";
"22.11.2017 02:00";"5.7";"735.6";"774.0";"0.6";"41";"从西南偏南方向吹来的风";"3";"";"";"由于雾和/或其他气象现象，天空不可见。";" ";"";"";"";"12.6";"";"";"";"";"";"29.0";"-6.5";"";"";"";"";"";"";
"21.11.2017 23:00";"8.6";"735.0";"772.9";"0.9";"26";"从西北偏西方向吹来的风";"3";"";"";"由于雾和/或其他气象现象，天空不可见。";" ";"";"";"";"";"";"";"";"";"";"30.0";"-9.8";"";"";"";"";"";"";
"21.11.2017 20:00";"9.2";"734.1";"771.7";"1.7";"35";"从西南偏南方向吹来的风";"3";"";"";"70 – 80%.";" ";"";"";"";"";"";"70 – 80%.";"2500或更高，或无云。";"";"";"21.0";"-5.5";"";"";"";"";"";"";
"21.11.2017 17:00";"10.6";"732.4";"769.9";"-0.2";"33";"从西南偏西方向吹来的风";"2";"";"";"90  或者更多，但不为100%";" ";"";"";"";"";"";"90  或者更多，但不为100%";"2500或更高，或无云。";"";"";"27.0";"-5.0";"";"";"";"";"";"";
"21.11.2017 14:00";"12.4";"732.6";"769.9";"-1.8";"23";"从东南方吹来的风";"1";"";"";"90  或者更多，但不为100%";" ";"";"";"3.3";"";"";"90  或者更多，但不为100%";"2500或更高，或无云。";"";"";"28.0";"-8.1";"";"";"";"";"";"";
"21.11.2017 11:00";"8.8";"734.4";"772.3";"0.8";"56";"从西南方吹来的风";"3";"";"";"90  或者更多，但不为100%";" ";"";"";"";"";"";"90  或者更多，但不为100%";"2500或更高，或无云。";"";"";"8.0";"0.3";"";"";"";"";"";"";
"21.11.2017 08:00";"4.7";"733.6";"772.0";"1.0";"76";"从西南偏南方向吹来的风";"4";"";"";"90  或者更多，但不为100%";"薄雾 ";"";"";"";"";"";"90  或者更多，但不为100%";"2500或更高，或无云。";"";"";"";"0.7";"";"";"干燥（无裂纹、可见灰尘或散沙）";"";"";"";
"21.11.2017 05:00";"4.6";"732.6";"771.0";"0.1";"70";"从西南偏西方向吹来的风";"1";"";"";"由于雾和/或其他气象现象，天空不可见。";" ";"";"";"";"";"";"";"";"";"";"9.0";"-0.4";"";"";"";"";"";"";
"21.11.2017 02:00";"5.1";"732.5";"770.8";"-1.0";"69";"从东南方吹来的风";"2";"";"";"由于雾和/或其他气象现象，天空不可见。";" ";"";"";"";"10.9";"";"";"";"";"";"9.0";"-0.1";"";"";"";"";"";"";
"20.11.2017 23:00";"6.2";"733.5";"771.7";"-0.2";"63";"从西北方吹来的风";"1";"";"";"由于雾和/或其他气象现象，天空不可见。";" ";"";"";"";"";"";"";"";"";"";"7.0";"-0.5";"";"";"";"";"";"";
"20.11.2017 20:00";"7.3";"733.7";"771.7";"0.7";"48";"从东北方吹来的风";"1";"";"";"90  或者更多，但不为100%";" ";"";"";"";"";"";"90  或者更多，但不为100%";"2500或更高，或无云。";"";"";"18.0";"-3.0";"";"";"";"";"";"";
"20.11.2017 17:00";"9.6";"733.0";"770.7";"-1.6";"36";"从东北偏东方向吹来的风";"2";"";"";"70 – 80%.";" ";"";"";"";"";"";"70 – 80%.";"2500或更高，或无云。";"";"";"25.0";"-4.7";"";"";"";"";"";"";
"20.11.2017 14:00";"10.0";"734.6";"772.3";"-2.4";"42";"从东南偏东方向吹来的风";"2";"";"";"无云";" ";"";"";"0.0";"";"";"";"";"";"";"16.0";"-2.3";"";"";"";"";"";"";
"20.11.2017 11:00";"4.8";"737.0";"775.6";"0.3";"79";"从北方吹来的风";"1";"";"";"70 – 80%.";"薄雾 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"";"";"";"70 – 80%.";"2500或更高，或无云。";"";"";"";"1.5";"";"";"";"";"";"";
"20.11.2017 08:00";"0.4";"736.7";"775.9";"-0.1";"93";"从西南方吹来的风";"1";"";"";"20–30%.";" ";"";"";"";"";"";"20–30%.";"2500或更高，或无云。";"";"";"3.8";"-0.6";"";"";"地表潮湿";"";"";"";
"20.11.2017 05:00";"2.0";"736.8";"775.8";"-0.3";"84";"从西南偏南方向吹来的风";"1";"";"";"由于雾和/或其他气象现象，天空不可见。";"薄雾 ";"";"";"";"";"";"";"";"";"";"";"-0.4";"";"";"";"";"";"";
"20.11.2017 02:00";"2.9";"737.1";"775.9";"-0.4";"82";"从西南偏南方向吹来的风";"2";"";"";"由于雾和/或其他气象现象，天空不可见。";" ";"";"";"";"5.6";"";"";"";"";"";"8.0";"0.1";"";"";"";"";"";"";
"19.11.2017 23:00";"3.7";"737.5";"776.2";"0.6";"74";"从西南偏南方向吹来的风";"2";"";"";"由于雾和/或其他气象现象，天空不可见。";" ";"";"";"";"";"";"";"";"";"";"12.0";"-0.5";"";"";"";"";"";"";
"19.11.2017 20:00";"4.0";"736.9";"775.6";"1.1";"74";"从西南偏南方向吹来的风";"2";"";"";"90  或者更多，但不为100%";" ";"";"";"";"";"";"90  或者更多，但不为100%";"2500或更高，或无云。";"";"";"15.0";"-0.2";"";"";"";"";"";"";
"19.11.2017 17:00";"4.9";"735.8";"774.3";"-0.2";"72";"从西南方吹来的风";"2";"";"";"100%.";" ";"";"";"";"";"";"100%.";"2500或更高，或无云。";"";"";"15.0";"0.3";"";"";"";"";"";"";
"19.11.2017 14:00";"4.0";"736.0";"774.6";"-0.9";"77";"从西南偏西方向吹来的风";"4";"";"";"100%.";"云量发展情况没有进行观测或无法观测。 ";"雨夹雪或其他形式的固体降水";"雨";"2.3";"";"";"100%.";"2500或更高，或无云。";"";"";"14.0";"0.2";"0.4";"6";"";"";"";"";
"19.11.2017 11:00";"2.8";"736.9";"775.7";"1.6";"79";"从南方吹来的风";"1";"";"";"100%.";"间歇性雨，不冻，在观测时较弱 ";"雨夹雪或其他形式的固体降水";"雨";"";"";"";"100%.";"2500或更高，或无云。";"";"";"17.0";"-0.5";"";"";"";"";"";"";
"19.11.2017 08:00";"4.2";"735.3";"773.9";"1.5";"62";"从东南偏南方向吹来的风";"3";"";"";"100%.";" ";"";"";"";"";"";"100%.";"2500或更高，或无云。";"";"";"20.0";"-2.6";"";"";"干燥（无裂纹、可见灰尘或散沙）";"";"";"";
"19.11.2017 05:00";"5.3";"733.8";"772.1";"-0.6";"50";"从西南偏南方向吹来的风";"1";"";"";"由于雾和/或其他气象现象，天空不可见。";" ";"";"";"";"";"";"";"";"";"";"21.0";"-4.3";"";"";"";"";"";"";
"19.11.2017 02:00";"5.3";"734.4";"772.8";"-0.6";"47";"从西方吹来的风";"1";"";"";"由于雾和/或其他气象现象，天空不可见。";" ";"";"";"";"7.3";"";"";"";"";"";"16.0";"-5.1";"";"";"";"";"";"";
"18.11.2017 23:00";"5.8";"735.0";"773.3";"-0.4";"48";"从西北偏西方向吹来的风";"1";"";"";"由于雾和/或其他气象现象，天空不可见。";" ";"";"";"";"";"";"";"";"";"";"12.0";"-4.6";"";"";"";"";"";"";
"18.11.2017 20:00";"6.0";"735.4";"773.2";"1.3";"39";"从西北偏西方向吹来的风";"1";"";"";"100%.";" ";"";"";"";"";"";"100%.";"2500或更高，或无云。";"";"";"16.0";"-6.9";"";"";"";"";"";"";
"18.11.2017 17:00";"6.4";"734.1";"772.3";"-1.4";"31";"从东北方吹来的风";"2";"";"";"100%.";" ";"";"";"";"";"";"100%.";"2500或更高，或无云。";"";"";"30.0";"-9.5";"";"";"";"";"";"";
